State,Stateabbr,Metro,MetroSize,Numberinhousehold,Poverty,Disability,Lunch,FoodStamps,IncomeScale,Unemployment,Welfare,WIC,SocialSec,SupSocialSec,TotalIncome,Minor,Vet
40,OK,0,0,1,0,0,0,0,15,0,0,0,0,0,36000,0,0
40,OK,0,0,1,0,0,0,0,6,0,0,0,1,0,14401,0,0
40,OK,0,0,1,0,0,0,0,10,0,0,0,1,0,23501,0,0
40,OK,0,0,1,0,0,0,0,6,0,0,0,0,0,14240,0,0
40,OK,0,0,1,0,0,0,0,34,0,0,0,1,0,83750,0,0
40,OK,0,0,1,1,0,0,0,1,0,0,0,0,0,1200,0,0
40,OK,0,0,1,0,0,0,0,11,0,1,0,1,0,26400,0,0
40,OK,0,0,1,0,0,0,0,18,0,0,0,1,0,43288,0,0
40,OK,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
40,OK,0,0,1,1,0,0,0,3,0,0,0,0,0,5000,0,0
40,OK,0,0,1,1,0,0,0,5,0,0,0,1,0,10104,0,0
40,OK,0,0,1,0,0,0,0,13,0,0,0,0,0,30000,0,0
40,OK,0,0,1,0,0,0,0,9,0,0,0,1,0,21960,0,0
40,OK,0,0,1,0,0,0,0,14,0,1,0,0,0,32800,0,0
40,OK,0,0,1,0,0,0,0,6,0,0,0,1,0,13800,0,0
40,OK,0,0,1,0,0,0,0,33,0,0,0,0,0,81100,0,0
40,OK,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
40,OK,0,0,1,0,0,0,0,6,0,0,0,1,0,13320,0,0
40,OK,0,0,1,0,0,0,0,10,0,0,0,1,0,23280,0,0
40,OK,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
40,OK,0,0,1,1,0,0,1,3,0,0,0,0,1,7200,0,0
40,OK,0,0,1,1,0,0,0,2,0,0,0,0,1,4800,0,0
40,OK,0,0,1,0,0,0,1,6,0,0,0,0,1,14500,0,0
40,OK,0,0,1,0,0,0,0,6,0,0,0,1,0,13800,0,0
40,OK,0,0,1,0,0,0,1,7,0,0,0,1,0,16135,0,0
40,OK,0,0,1,1,0,0,0,5,0,0,0,0,1,10800,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,1,0,16080,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,1,0,16776,0,0
40,OK,0,0,1,0,0,0,0,7,1,1,0,0,0,15949,0,0
40,OK,0,0,1,0,0,0,0,9,0,0,0,0,0,20800,0,0
40,OK,0,0,1,0,0,0,0,8,0,0,0,1,0,19496,0,0
40,OK,0,0,1,0,0,0,0,13,0,0,0,0,0,32000,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,1,0,15312,0,0
40,OK,0,0,1,0,0,0,0,41,0,0,0,0,0,101760,0,0
40,OK,0,0,1,0,0,0,0,9,0,0,0,1,0,21060,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,1,0,17035,0,0
40,OK,0,0,1,0,0,0,1,10,0,1,0,1,1,23455,0,0
40,OK,0,0,1,1,0,0,0,2,0,0,0,1,0,3780,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,0,0,17327,0,0
40,OK,0,0,1,0,0,0,0,35,0,0,0,0,0,85800,0,0
40,OK,0,0,1,0,0,0,0,26,0,0,0,1,0,63268,0,0
40,OK,0,0,1,0,0,0,0,16,0,0,0,1,0,38949,0,0
40,OK,0,0,1,1,0,0,0,4,0,0,0,1,0,8401,0,0
40,OK,0,0,1,0,0,0,0,8,0,0,0,1,0,18887,0,0
40,OK,0,0,1,1,0,0,1,4,0,0,0,0,0,9600,0,0
40,OK,0,0,1,0,0,0,0,26,0,0,0,1,0,63002,0,0
40,OK,0,0,1,0,0,0,0,8,0,0,0,1,0,19157,0,0
40,OK,0,0,1,1,0,0,0,2,0,0,0,1,0,4135,0,0
40,OK,0,0,1,1,0,0,1,5,0,0,0,1,0,12289,0,0
40,OK,0,0,1,0,0,0,0,15,0,0,0,0,0,35000,0,0
40,OK,0,0,1,1,0,0,0,4,0,0,0,1,0,8876,0,0
40,OK,0,0,1,0,0,0,0,17,0,0,0,1,0,40295,0,0
40,OK,0,0,1,0,0,0,0,17,0,0,0,0,0,40000,0,0
40,OK,0,0,1,0,0,0,0,18,0,0,0,1,0,44941,0,0
40,OK,0,0,1,0,0,0,0,16,0,0,0,0,0,38000,0,0
40,OK,0,0,1,0,0,0,0,15,0,0,0,1,0,37392,0,1
40,OK,0,0,1,0,0,0,0,8,0,0,0,1,0,18535,0,0
40,OK,0,0,1,0,0,0,0,6,0,0,0,1,0,13243,0,0
40,OK,0,0,1,0,0,0,0,33,0,0,0,0,0,80350,0,0
40,OK,0,0,1,1,0,0,0,1,0,0,0,0,0,2200,0,0
40,OK,0,0,1,0,0,0,0,25,1,0,0,0,0,60440,0,0
40,OK,0,0,1,0,0,0,0,9,1,0,0,0,0,21840,0,0
40,OK,0,0,1,1,0,0,0,5,0,0,0,1,0,10800,0,0
40,OK,0,0,1,0,1,0,0,8,0,0,0,1,0,19910,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,1,0,15394,0,0
40,OK,0,0,1,0,0,0,1,6,0,0,0,1,0,14400,0,0
40,OK,0,0,1,0,0,0,0,10,0,0,0,1,0,24960,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,1,0,16128,0,0
40,OK,0,0,1,0,0,0,0,11,0,0,0,1,0,26136,0,0
40,OK,0,0,1,0,0,0,0,25,0,0,0,0,0,60001,0,0
40,OK,0,0,1,1,0,0,0,5,0,0,0,0,0,12000,0,0
40,OK,0,0,1,0,0,0,0,12,0,0,0,0,0,28000,0,0
40,OK,0,0,1,0,0,0,0,18,0,0,0,1,0,43940,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,1,0,17335,0,0
40,OK,0,0,1,0,0,0,0,41,0,0,0,1,0,103536,0,0
40,OK,0,0,1,0,0,0,0,15,0,0,0,0,0,36000,0,0
40,OK,0,0,1,1,0,0,1,5,0,0,0,1,0,11556,0,0
40,OK,0,0,1,0,0,0,0,25,0,0,0,0,0,61185,0,0
40,OK,0,0,1,0,0,0,0,26,0,0,0,1,0,63900,0,0
40,OK,0,0,1,0,0,0,0,28,0,0,0,1,0,67714,0,0
40,OK,0,0,1,0,0,0,0,14,0,0,0,0,0,33402,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,0,0,17000,0,0
40,OK,0,0,1,1,0,0,0,4,0,0,0,1,0,8584,0,0
40,OK,0,0,1,0,0,0,0,9,0,0,0,0,0,21475,0,0
40,OK,0,0,1,0,0,0,0,39,0,0,0,0,0,95007,0,0
40,OK,0,0,1,0,0,0,0,7,0,0,0,0,1,15402,0,0
40,OK,0,0,1,0,0,0,0,6,1,0,0,0,0,14400,0,0
40,OK,0,0,1,0,0,0,0,17,0,0,0,0,0,40100,0,0
40,OK,0,0,1,0,0,0,1,7,0,0,0,1,0,15000,0,0
40,OK,0,0,1,1,0,0,1,5,0,0,0,1,0,10320,0,0
40,OK,0,0,2,0,0,0,0,21,0,0,0,0,0,50000,0,0
40,OK,0,0,2,0,0,0,0,28,0,0,0,1,0,69270,0,0
40,OK,0,0,2,0,0,0,0,20,0,0,0,1,0,47601,0,0
40,OK,0,0,2,0,0,0,0,36,1,0,0,0,0,88167,0,0
40,OK,0,0,2,1,0,0,0,1,0,0,0,0,0,1785,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,110000,0,0
40,OK,0,0,2,0,0,0,0,11,0,0,0,1,0,25620,0,0
40,OK,0,0,2,0,0,0,0,10,0,0,0,0,0,23830,0,0
40,OK,0,0,2,0,0,0,0,21,1,0,0,1,0,50106,0,0
40,OK,0,0,2,0,0,0,0,23,0,1,0,0,0,57000,0,0
40,OK,0,0,2,1,0,0,0,1,0,0,0,0,0,-4436,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,114595,0,0
40,OK,0,0,2,0,0,0,0,13,0,0,0,0,0,32000,0,0
40,OK,0,0,2,0,0,0,0,15,0,0,0,1,0,36735,0,0
40,OK,0,0,2,1,0,0,1,5,0,0,0,1,1,11952,0,0
40,OK,0,0,2,0,0,0,0,16,0,0,0,1,0,38280,0,0
40,OK,0,0,2,0,0,0,0,26,0,0,0,0,0,64000,0,0
40,OK,0,0,2,0,0,0,0,39,0,0,0,0,0,96000,0,0
40,OK,0,0,2,0,0,0,0,22,0,0,0,1,0,53803,0,0
40,OK,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
40,OK,0,0,2,0,0,0,1,8,0,0,0,1,1,19363,0,0
40,OK,0,0,2,0,0,0,0,29,0,0,0,1,0,71736,0,0
40,OK,0,0,2,0,0,1,0,8,0,0,0,0,1,18792,1,0
40,OK,0,0,2,0,0,0,0,31,0,0,0,1,0,75590,0,1
40,OK,0,0,2,0,0,0,0,41,0,0,0,1,0,186911,0,0
40,OK,0,0,2,1,0,0,0,3,0,0,0,0,0,7438,0,0
40,OK,0,0,2,0,0,0,0,17,0,0,0,0,0,42000,0,0
40,OK,0,0,2,1,0,0,0,7,0,0,0,0,0,15237,0,0
40,OK,0,0,2,0,0,0,0,28,0,1,0,1,0,69482,0,0
40,OK,0,0,2,0,0,0,0,33,0,0,0,1,0,81450,0,1
40,OK,0,0,2,0,0,0,0,29,0,0,0,1,0,71082,0,1
40,OK,0,0,2,0,0,1,0,13,0,0,0,0,0,30000,1,0
40,OK,0,0,2,0,0,0,0,30,0,0,0,1,0,73460,0,0
40,OK,0,0,2,0,0,0,0,11,0,0,0,1,0,26004,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,117010,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,152000,0,0
40,OK,0,0,2,0,0,0,0,39,0,0,0,0,0,96640,0,0
40,OK,0,0,2,0,0,0,0,32,0,0,0,0,0,77800,0,0
40,OK,0,0,2,0,0,0,0,19,0,0,0,0,0,45000,0,0
40,OK,0,0,2,1,0,0,0,1,0,0,0,1,0,600,0,0
40,OK,0,0,2,0,0,1,0,9,0,0,0,0,0,21600,1,0
40,OK,0,0,2,1,0,0,1,4,0,0,0,1,0,9151,0,0
40,OK,0,0,2,0,0,0,0,38,0,0,0,0,0,92535,0,0
40,OK,0,0,2,0,0,0,0,23,1,0,0,0,0,55432,0,0
40,OK,0,0,2,0,0,0,0,20,0,0,0,0,0,48523,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,1,0,205126,0,0
40,OK,0,0,2,0,0,0,0,28,0,0,0,1,0,69270,0,0
40,OK,0,0,2,0,0,0,0,31,0,0,0,1,0,77216,0,0
40,OK,0,0,2,0,0,0,1,8,0,0,0,0,1,19560,0,0
40,OK,0,0,2,0,0,0,0,14,0,0,0,1,0,33600,0,0
40,OK,0,0,2,0,0,0,1,11,0,0,0,1,0,25200,0,0
40,OK,0,0,2,0,0,0,0,19,0,0,0,0,0,45000,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,100000,0,0
40,OK,0,0,2,0,0,0,0,16,0,0,0,1,0,38570,0,0
40,OK,0,0,2,0,0,0,0,40,0,0,0,1,0,98090,0,0
40,OK,0,0,2,0,0,1,1,9,0,0,0,0,0,20000,0,0
40,OK,0,0,2,0,0,0,0,18,0,0,0,0,0,42880,0,0
40,OK,0,0,2,0,0,0,0,21,0,0,0,0,0,50000,0,0
40,OK,0,0,2,0,0,0,0,24,0,0,0,1,0,57834,0,0
40,OK,0,0,2,0,0,0,0,25,0,0,0,1,0,62400,0,0
40,OK,0,0,2,0,0,0,1,9,0,0,0,1,0,20354,0,0
40,OK,0,0,2,0,0,0,0,13,0,0,0,1,0,32201,0,0
40,OK,0,0,2,0,0,0,0,31,0,0,0,1,0,76493,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,241020,0,0
40,OK,0,0,2,0,0,0,1,8,0,0,0,1,0,17856,0,0
40,OK,0,0,2,0,0,0,0,14,0,0,0,1,0,33360,0,0
40,OK,0,0,2,0,0,1,1,9,0,0,0,0,0,20800,1,0
40,OK,0,0,2,0,0,0,0,20,0,0,0,0,0,49905,1,0
40,OK,0,0,2,0,0,0,0,12,0,0,0,1,0,29252,0,0
40,OK,0,0,2,0,0,0,0,22,0,0,0,0,0,53940,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,187046,0,0
40,OK,0,0,2,0,0,0,0,22,0,0,0,1,0,53975,0,1
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,107380,0,1
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,206392,0,0
40,OK,0,0,2,0,0,0,0,22,0,0,0,0,0,54500,0,0
40,OK,0,0,2,0,0,0,0,11,0,0,0,0,1,25320,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,325060,0,0
40,OK,0,0,2,0,0,0,0,33,0,0,0,0,0,81952,0,0
40,OK,0,0,2,0,0,0,0,41,0,1,0,1,0,111569,0,1
40,OK,0,0,2,0,0,0,0,40,0,0,0,1,0,97905,0,0
40,OK,0,0,2,0,0,0,0,38,0,0,0,1,0,92800,0,0
40,OK,0,0,2,0,0,0,0,40,0,0,0,0,0,97756,0,0
40,OK,0,0,2,0,0,0,0,39,1,0,0,0,0,96808,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,161503,0,0
40,OK,0,0,2,0,0,0,0,15,0,0,0,0,0,36350,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,311850,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,109002,0,0
40,OK,0,0,2,1,0,0,1,5,0,0,1,1,0,11535,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,548506,0,0
40,OK,0,0,2,0,0,0,0,16,0,0,0,1,0,38856,0,0
40,OK,0,0,2,0,0,1,1,17,0,0,0,0,0,40279,1,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,109542,0,1
40,OK,0,0,2,0,0,0,0,21,1,0,0,0,0,51305,0,0
40,OK,0,0,2,1,0,0,0,5,1,0,0,0,0,11300,0,0
40,OK,0,0,2,0,0,0,0,41,1,0,0,0,0,205039,0,0
40,OK,0,0,2,0,0,0,0,28,0,0,0,1,0,69700,0,0
40,OK,0,0,2,0,1,0,0,41,0,0,0,1,0,103114,0,1
40,OK,0,0,2,0,0,0,0,31,0,0,0,1,0,77257,0,0
40,OK,0,0,2,0,0,0,0,21,0,0,0,0,1,51800,0,0
40,OK,0,0,2,0,0,0,0,20,0,0,0,0,0,48900,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,200024,0,0
40,OK,0,0,2,0,0,0,0,32,0,0,0,0,0,79000,0,0
40,OK,0,0,2,0,0,0,0,17,0,0,0,0,0,40000,0,0
40,OK,0,0,2,0,0,0,0,14,0,0,0,0,0,34000,0,0
40,OK,0,0,2,0,0,0,0,37,0,0,0,1,0,90000,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,155000,0,0
40,OK,0,0,2,0,0,0,0,17,0,0,0,0,0,40100,0,0
40,OK,0,0,2,0,0,0,0,27,0,0,0,0,0,65250,0,0
40,OK,0,0,2,0,1,0,0,9,0,0,0,0,0,21608,0,0
40,OK,0,0,2,0,0,0,0,30,0,0,0,1,0,74767,0,0
40,OK,0,0,2,1,0,0,0,6,0,0,0,0,1,14100,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,0,0,157002,0,0
40,OK,0,0,2,0,0,0,0,8,0,0,0,0,1,19200,0,0
40,OK,0,0,2,0,1,0,0,41,0,1,0,0,0,125496,0,1
40,OK,0,0,2,0,0,0,0,16,0,0,0,1,0,37886,0,0
40,OK,0,0,2,0,0,0,0,20,0,0,0,0,0,48000,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,1,0,270988,0,1
40,OK,0,0,2,0,1,0,0,17,0,0,0,0,1,40496,0,0
40,OK,0,0,2,0,0,0,0,41,0,0,0,1,0,198590,0,0
40,OK,0,0,2,0,0,0,0,25,0,0,0,0,0,60000,0,0
40,OK,0,0,2,0,0,0,0,10,0,0,0,1,0,22735,0,1
40,OK,0,0,2,0,0,0,0,27,0,0,0,0,0,65213,0,0
40,OK,0,0,3,1,0,0,0,6,0,0,0,1,1,13966,0,0
40,OK,0,0,3,0,0,0,0,16,0,0,1,0,0,38001,1,0
40,OK,0,0,3,0,0,0,0,28,0,0,0,0,1,69001,0,0
40,OK,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
40,OK,0,0,3,0,0,1,0,21,0,0,0,1,0,52020,1,0
40,OK,0,0,3,0,0,0,0,31,0,0,0,1,0,75876,0,1
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,237600,0,0
40,OK,0,0,3,0,0,0,0,24,0,0,0,0,0,58806,1,0
40,OK,0,0,3,1,0,1,0,1,0,0,0,0,0,0,1,0
40,OK,0,0,3,0,0,1,0,15,0,0,0,0,0,35000,1,0
40,OK,0,0,3,1,0,0,0,9,0,0,0,0,0,20000,1,0
40,OK,0,0,3,0,0,0,0,35,1,0,0,0,0,85654,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,168002,1,0
40,OK,0,0,3,0,0,0,0,21,0,0,0,0,1,51000,0,0
40,OK,0,0,3,0,0,1,0,14,0,0,0,0,0,33200,1,0
40,OK,0,0,3,1,0,0,0,6,0,0,0,0,0,14010,1,0
40,OK,0,0,3,0,0,0,0,26,1,0,0,0,0,64412,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,128001,1,0
40,OK,0,0,3,0,0,0,0,27,0,0,0,0,0,65000,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,192400,0,0
40,OK,0,0,3,0,0,0,0,16,1,0,0,0,0,38000,1,0
40,OK,0,0,3,1,0,1,1,2,0,0,1,0,0,4800,2,0
40,OK,0,0,3,0,0,1,1,17,0,0,0,0,0,41722,1,0
40,OK,0,0,3,1,0,1,1,6,0,0,0,0,1,14400,2,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,110000,2,0
40,OK,0,0,3,0,0,0,1,12,0,0,1,0,0,29016,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,281350,1,0
40,OK,0,0,3,1,0,0,1,7,1,0,0,0,0,16322,0,0
40,OK,0,0,3,0,0,0,0,22,0,0,0,0,0,53600,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,235900,1,0
40,OK,0,0,3,1,0,1,1,8,0,1,0,1,0,17501,1,0
40,OK,0,0,3,0,0,1,0,13,0,0,0,0,0,30402,2,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,200000,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,266073,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,1,0,102459,1,0
40,OK,0,0,3,0,0,0,0,20,0,0,0,0,0,49096,1,0
40,OK,0,0,3,0,0,1,0,41,0,0,0,0,0,100702,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,682138,1,0
40,OK,0,0,3,0,0,0,0,32,0,0,0,0,0,79802,1,0
40,OK,0,0,3,1,0,0,0,6,0,0,0,1,0,14935,1,1
40,OK,0,0,3,0,0,1,1,19,0,0,0,0,0,46200,1,0
40,OK,0,0,3,0,0,0,1,17,0,0,0,0,1,40440,0,0
40,OK,0,0,3,1,0,1,1,4,0,0,0,0,0,9800,1,0
40,OK,0,0,3,0,0,0,1,11,0,0,0,0,0,25000,1,0
40,OK,0,0,3,1,0,1,1,1,0,0,1,0,0,0,2,0
40,OK,0,0,3,0,0,0,0,38,0,0,0,0,0,93300,0,0
40,OK,0,0,3,0,0,1,0,13,0,0,0,0,0,30000,1,0
40,OK,0,0,3,0,0,1,0,41,0,0,0,0,0,205010,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,122000,1,0
40,OK,0,0,3,1,0,0,0,9,0,0,0,0,0,20100,1,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,1,0,120263,0,0
40,OK,0,0,3,0,0,0,0,27,0,0,0,1,0,65034,0,0
40,OK,0,0,3,0,0,0,0,20,1,0,0,1,0,49400,0,0
40,OK,0,0,3,0,0,0,0,41,0,0,0,0,0,111450,1,1
40,OK,0,0,3,0,0,1,0,35,0,0,0,0,0,87300,0,0
40,OK,0,0,4,0,0,0,0,23,0,0,1,0,0,55000,2,0
40,OK,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0
40,OK,0,0,4,0,0,1,0,41,0,0,0,0,0,170170,1,0
40,OK,0,0,4,0,0,0,0,18,0,0,0,0,0,43505,2,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,167000,2,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,1,0,854195,0,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,200000,1,0
40,OK,0,0,4,0,0,0,0,41,1,0,0,0,0,156001,0,0
40,OK,0,0,4,0,0,0,1,17,0,0,0,1,0,40406,2,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,136620,2,0
40,OK,0,0,4,0,0,1,0,13,0,0,0,0,0,31000,3,0
40,OK,0,0,4,0,0,1,0,41,0,0,0,0,0,102365,2,0
40,OK,0,0,4,0,0,0,0,17,0,0,0,0,0,40000,2,0
40,OK,0,0,4,0,0,1,0,18,1,0,0,0,0,43000,1,0
40,OK,0,0,4,0,0,1,0,37,0,0,0,0,0,90508,2,0
40,OK,0,0,4,0,0,1,0,21,0,0,0,0,0,50500,1,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,203053,2,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,150847,2,0
40,OK,0,0,4,0,0,1,0,41,0,0,0,0,0,165942,2,0
40,OK,0,0,4,0,0,1,0,41,0,0,0,0,0,194509,1,0
40,OK,0,0,4,0,0,1,1,21,1,0,0,1,1,50735,1,0
40,OK,0,0,4,0,0,0,0,27,0,0,0,0,0,67085,2,0
40,OK,0,0,4,1,0,0,0,1,0,0,1,0,0,720,3,0
40,OK,0,0,4,0,0,1,0,41,1,0,0,0,0,168000,2,0
40,OK,0,0,4,0,0,1,0,41,0,0,0,0,0,187500,2,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,125002,2,0
40,OK,0,0,4,0,0,1,0,32,0,0,0,0,0,77860,2,1
40,OK,0,0,4,1,0,1,1,8,0,0,0,0,0,19400,3,0
40,OK,0,0,4,1,0,1,1,11,0,0,0,0,0,25200,2,0
40,OK,0,0,4,0,0,0,0,22,0,1,0,0,0,54451,2,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,337152,1,1
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,540442,2,0
40,OK,0,0,4,0,0,0,0,41,1,0,0,0,0,436360,2,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,177164,2,0
40,OK,0,0,4,0,0,1,0,41,0,0,0,0,0,133017,1,0
40,OK,0,0,4,0,0,1,1,18,1,0,0,0,0,43804,3,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,102170,2,0
40,OK,0,0,4,0,0,1,1,25,0,0,0,0,0,60400,2,0
40,OK,0,0,4,0,0,0,0,33,0,0,0,0,0,81102,2,0
40,OK,0,0,4,0,0,0,0,23,0,0,0,0,0,57101,2,0
40,OK,0,0,4,0,0,1,0,20,0,0,0,0,0,49001,2,0
40,OK,0,0,4,0,0,0,0,40,0,0,0,0,0,98660,2,0
40,OK,0,0,4,0,0,1,0,36,0,0,0,0,0,89109,2,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,153100,0,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,205000,1,0
40,OK,0,0,4,0,0,0,0,30,0,0,1,0,0,73003,1,0
40,OK,0,0,4,1,0,1,0,11,0,0,0,0,0,26000,2,0
40,OK,0,0,4,1,0,0,0,10,0,0,0,0,0,24002,2,0
40,OK,0,0,4,0,0,1,0,35,0,0,0,0,0,87000,1,0
40,OK,0,0,4,1,0,0,0,11,0,0,0,0,0,26000,2,0
40,OK,0,0,4,0,0,0,0,24,0,0,0,0,0,59000,0,0
40,OK,0,0,4,0,0,1,0,41,0,0,0,0,0,130000,3,0
40,OK,0,0,4,0,0,0,0,37,0,0,0,0,0,91770,2,0
40,OK,0,0,4,0,0,0,0,41,0,0,0,0,0,158050,2,0
40,OK,0,0,4,1,0,0,0,11,0,0,0,1,0,26472,0,0
40,OK,0,0,4,1,0,1,1,6,0,0,0,1,0,14820,2,0
40,OK,0,0,4,0,0,1,0,25,0,0,0,0,0,62200,2,0
40,OK,0,0,5,0,0,1,0,36,0,0,0,0,1,88268,3,0
40,OK,0,0,5,0,0,0,0,25,0,0,0,0,0,60000,3,0
40,OK,0,0,5,0,0,0,0,31,0,0,0,0,0,76500,3,0
40,OK,0,0,5,1,0,1,0,10,0,0,0,0,0,24000,3,0
40,OK,0,0,5,1,0,1,1,4,0,0,0,1,0,8578,2,0
40,OK,0,0,5,0,0,0,0,36,0,0,0,0,0,89705,3,0
40,OK,0,0,5,0,0,0,0,41,0,0,0,0,0,157199,1,0
40,OK,0,0,5,0,0,0,0,41,0,1,0,0,0,205656,2,0
40,OK,0,0,5,0,0,1,0,16,0,0,0,0,1,38202,2,0
40,OK,0,0,5,0,0,0,0,35,0,0,0,0,0,85261,1,0
40,OK,0,0,5,0,0,1,0,24,0,0,1,0,0,58695,3,0
40,OK,0,0,5,0,0,0,1,13,0,0,0,1,0,31848,1,1
40,OK,0,0,5,0,0,1,0,17,0,0,0,0,0,40400,3,0
40,OK,0,0,5,0,0,1,0,17,0,0,1,0,0,40000,3,0
40,OK,0,0,5,0,0,1,1,15,1,0,1,0,0,36620,3,0
40,OK,0,0,5,0,0,1,0,31,0,0,0,0,0,76064,3,0
40,OK,0,0,5,0,0,1,0,26,0,0,0,1,0,63640,2,0
40,OK,0,0,5,0,0,0,0,32,0,0,0,0,0,79105,3,0
40,OK,0,0,5,0,0,0,0,22,0,0,0,0,0,54256,3,0
40,OK,0,0,5,0,0,0,0,41,0,0,0,0,0,137950,3,0
40,OK,0,0,5,0,0,1,0,15,0,0,0,0,0,37000,3,0
40,OK,0,0,5,1,0,1,1,7,0,0,0,0,0,17000,4,0
40,OK,0,0,5,0,0,0,0,34,0,0,0,0,0,83203,3,1
40,OK,0,0,5,0,0,0,0,19,0,0,0,0,0,45000,3,0
40,OK,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0
40,OK,0,0,5,0,0,1,0,41,0,0,0,0,0,153000,2,0
40,OK,0,0,5,0,0,1,0,19,1,0,0,1,0,45744,3,0
40,OK,0,0,5,0,0,1,0,41,1,0,0,1,0,113013,3,0
40,OK,0,0,5,0,0,0,1,41,0,0,0,1,1,139932,0,0
40,OK,0,0,5,1,0,1,1,9,0,0,1,0,1,20400,4,0
40,OK,0,0,5,0,0,1,0,17,0,0,0,0,0,41000,3,0
40,OK,0,0,6,1,0,0,0,12,0,0,0,0,0,28205,3,0
40,OK,0,0,6,0,0,1,0,41,1,0,0,0,0,234176,2,0
40,OK,0,0,6,0,0,1,0,41,0,0,0,1,0,176654,3,0
40,OK,0,0,6,0,0,1,0,37,0,0,0,0,0,90151,4,0
40,OK,0,0,6,0,0,1,0,41,0,0,0,0,0,177301,4,0
40,OK,0,0,6,0,0,0,0,41,0,0,0,0,0,120792,4,0
40,OK,0,0,6,0,0,1,1,41,0,0,0,0,0,127000,4,0
40,OK,0,0,6,0,0,1,1,41,0,0,0,1,0,119614,3,0
40,OK,0,0,6,0,0,1,0,30,0,0,0,0,0,72820,3,0
40,OK,0,0,6,0,0,1,0,22,0,0,1,0,0,54000,4,0
40,OK,0,0,6,1,0,1,1,13,0,0,0,1,0,31800,4,0
